"","salary","age","elevel","car","zipcode","credit","brand"
"1039",118018.299,50,3,9,0,468847.5602,"Belkin"
"1040",29837.32888,65,2,4,5,349445.6621,"Belkin"
"1041",70974.96653,49,1,7,4,495855.1477,"Elago"
"1042",102030.7238,39,3,11,8,72710.96407,"Belkin"
"1043",68448.54085,57,1,18,0,30372.27669,"Belkin"
"1044",150000,45,2,19,1,270319.5645,"Elago"
"1045",48049.04599,60,2,14,0,208837.6583,"Belkin"
"1046",85412.37245,49,3,7,0,320090.8616,"Belkin"
"1047",102341.7288,64,4,4,3,242855.1822,"Belkin"
"1048",54222.42172,76,3,4,7,151725.5668,"Belkin"
"1049",36043.10498,57,1,1,4,105090.4329,"Belkin"
"1050",88856.61436,36,4,19,1,141639.7981,"Belkin"
"1051",47395.99441,24,2,2,1,470475.7418,"Elago"
"1052",89752.64571,23,4,15,3,5410.62704,"Elago"
"1053",117479.073,74,4,10,0,191527.918,"Belkin"
"1054",34835.59853,72,1,19,8,203133.2035,"Belkin"
"1055",131165.0107,21,3,1,6,22255.03095,"Elago"
"1056",112781.6586,29,4,7,5,408237.0455,"Elago"
"1057",55651.23245,27,3,6,7,91112.64808,"Elago"
"1058",72974.33539,43,2,12,4,97543.8323,"Belkin"
"1059",140971.1379,29,2,14,0,175866.987,"Elago"
"1060",84808.52841,57,3,8,8,22501.73343,"Belkin"
"1061",30245.56754,37,3,20,7,486258.0663,"Elago"
"1062",37674.21438,39,3,13,0,57535.62764,"Elago"
"1063",101307.6258,60,4,17,7,374813.9503,"Belkin"
"1064",73977.35355,33,3,18,5,178738.7772,"Belkin"
"1065",150000,65,4,4,6,297421.3772,"Belkin"
"1066",52747.91484,69,2,8,0,198024.0661,"Belkin"
"1067",99377.76183,53,1,8,3,71704.63306,"Belkin"
"1068",122410.807,35,4,20,7,129954.3581,"Elago"
"1069",139861.1546,50,3,5,5,471637.778,"Elago"
"1070",90937.607,38,1,18,2,439248.3679,"Belkin"
"1071",20399.71147,56,4,18,0,389075.2395,"Belkin"
"1072",77131.49214,52,3,8,8,68088.49551,"Belkin"
"1073",35186.61477,30,1,9,7,150309.2106,"Elago"
"1074",142644.0932,49,4,13,7,84667.19503,"Elago"
"1075",124530.8297,29,1,4,1,305188.377,"Elago"
"1076",102731.9446,65,4,5,7,246635.698,"Belkin"
"1077",21831.55391,36,4,5,5,230895.8832,"Elago"
"1078",92939.93173,20,4,11,5,383760.6407,"Elago"
"1079",59117.3872,69,2,1,5,228660.3046,"Belkin"
"1080",112788.2388,20,2,2,4,236615.1909,"Elago"
"1081",57406.59927,42,4,2,5,32839.98341,"Elago"
"1082",30909.17057,61,1,14,8,346234.6023,"Belkin"
"1083",34392.53294,59,3,4,7,217460.4902,"Belkin"
"1084",76917.13397,45,2,4,4,442471.9002,"Belkin"
"1085",98509.51411,66,3,16,3,123858.1363,"Belkin"
"1086",138867.0697,69,2,8,1,393344.6564,"Belkin"
"1087",119884.3048,36,3,18,4,459351.9572,"Elago"
"1088",86564.96565,41,1,2,3,339134.6358,"Belkin"
"1089",51870.02654,33,3,9,7,375640.538,"Elago"
"1090",58358.53476,73,2,12,7,0,"Belkin"
"1091",110598.1672,78,1,18,7,183344.4899,"Belkin"
"1092",113863.1594,47,1,7,2,156663.275,"Belkin"
"1093",143009.3,30,3,10,8,83186.19474,"Elago"
"1094",48181.09305,24,1,15,0,402542.7598,"Elago"
"1095",133974.8491,80,3,3,3,254696.0147,"Belkin"
"1096",26123.92054,57,1,5,6,488722.4893,"Belkin"
"1097",76648.37518,65,4,16,5,390959.4554,"Belkin"
"1098",73515.83053,70,2,6,3,8331.402492,"Belkin"
"1099",117868.1074,29,2,15,3,450255.0319,"Elago"
"1100",72305.12705,63,2,20,1,301851.0167,"Belkin"
"1101",79029.38738,48,3,2,6,80495.35802,"Belkin"
"1102",41845.15376,68,3,8,7,341962.545,"Belkin"
"1103",101892.8153,48,2,19,1,77329.00924,"Belkin"
"1104",64158.15602,27,1,7,6,111507.6917,"Elago"
"1105",122522.4707,48,2,1,4,146539.0273,"Belkin"
"1106",113120.7936,48,1,3,4,172508.2104,"Belkin"
"1107",123620.2936,61,2,19,3,349064.5928,"Belkin"
"1108",109005.9034,64,1,9,2,355358.5445,"Belkin"
"1109",74249.66384,30,4,4,0,431996.1134,"Belkin"
"1110",46385.06985,61,3,14,4,299914.7285,"Belkin"
"1111",125203.2985,35,4,8,3,347614.4609,"Elago"
"1112",41969.82197,60,1,17,6,455280.7613,"Belkin"
"1113",49100.90521,33,3,19,7,140672.7083,"Elago"
"1114",147610.8672,52,4,14,1,181011.5612,"Elago"
"1115",27036.64087,30,2,16,1,406680.822,"Elago"
"1116",65102.02029,61,2,18,1,156346.5055,"Belkin"
"1117",73628.76438,24,3,13,0,457959.5494,"Elago"
"1118",79512.02478,46,2,1,6,94365.90026,"Belkin"
"1119",141805.3239,66,4,3,0,259112.9636,"Belkin"
"1120",26399.40032,80,2,13,8,344367.8411,"Belkin"
"1121",78718.47939,72,2,16,4,169849.6181,"Belkin"
"1122",129398.8902,24,3,16,6,78868.11628,"Elago"
"1123",122388.6897,22,4,13,6,489684.2453,"Elago"
"1124",113164.6791,56,4,10,6,268340.4035,"Belkin"
"1125",80845.64318,26,2,10,6,199330.9181,"Belkin"
"1126",58009.21181,73,1,17,3,17628.9155,"Belkin"
"1127",111793.8896,29,1,12,2,114837.1585,"Elago"
"1128",150000,55,4,18,1,7424.041567,"Elago"
"1129",144899.6334,62,2,5,7,0,"Belkin"
"1130",128532.0928,53,2,14,3,355399.4803,"Elago"
"1131",95646.47355,64,3,9,4,211320.439,"Belkin"
"1132",133371.9518,70,3,14,5,351532.3123,"Belkin"
"1133",37999.15987,70,2,2,0,413118.5965,"Belkin"
"1134",62822.01775,43,1,8,5,359376.4828,"Elago"
"1135",140519.6775,29,2,16,4,146019.0537,"Elago"
"1136",81201.78487,60,3,13,4,285792.2353,"Belkin"
"1137",133132.4665,76,4,7,5,74937.43292,"Belkin"
"1138",28369.13384,35,3,17,6,77986.63121,"Elago"
"1139",143733.5955,38,4,17,6,131636.1898,"Elago"
"1140",95886.26862,65,4,11,3,78256.78861,"Belkin"
"1141",60639.83082,44,2,7,1,5e+05,"Elago"
"1142",136626.0997,55,1,3,4,98864.71088,"Elago"
"1143",115367.0629,62,3,11,3,5e+05,"Belkin"
"1144",75329.31647,24,2,1,7,69516.73389,"Belkin"
"1145",120527.6111,79,2,12,0,453322.7224,"Belkin"
"1146",86649.07953,43,3,16,5,246104.5445,"Belkin"
"1147",68007.1867,63,2,4,0,415722.4875,"Belkin"
"1148",123874.6042,58,2,13,4,146040.4274,"Belkin"
"1149",142039.7952,57,2,15,8,191054.3731,"Belkin"
"1150",105299.5393,35,3,2,7,286947.0605,"Elago"
"1151",120119.7834,75,2,11,1,173546.4189,"Belkin"
"1152",42459.72784,29,3,14,2,348245.427,"Elago"
"1153",55000.01284,60,3,9,4,391059.2131,"Belkin"
"1154",44324.38618,73,3,6,5,252224.1968,"Belkin"
"1155",104414.6495,62,4,14,3,357367.8596,"Belkin"
"1156",129710.7481,34,3,6,8,340858.0265,"Elago"
"1157",31159.29709,69,1,17,0,469920.7882,"Belkin"
"1158",58794.73698,57,3,5,0,423394.0303,"Belkin"
"1159",76880.15246,23,3,3,4,391684.7237,"Elago"
"1160",26919.4248,25,3,5,8,477970.0193,"Elago"
"1161",68636.06575,22,3,19,2,172565.2298,"Elago"
"1162",136721.6013,31,3,14,1,364228.8522,"Elago"
"1163",87655.40042,37,3,16,2,330173.5237,"Belkin"
"1164",129138.4007,52,1,8,2,460206.0257,"Elago"
"1165",56339.09451,61,2,20,1,330744.5461,"Belkin"
"1166",41133.34614,34,2,19,1,116266.8883,"Elago"
"1167",66937.07892,75,3,11,6,433176.1798,"Belkin"
"1168",39132.7146,66,1,15,7,13342.83372,"Belkin"
"1169",53714.80753,40,4,11,1,198303.3716,"Elago"
"1170",142423.8794,58,1,8,8,395479.9691,"Belkin"
"1171",108387.5362,69,3,16,4,164808.9908,"Belkin"
"1172",25737.44327,32,1,10,7,192276.0659,"Elago"
"1173",60218.56285,37,1,1,3,106638.8584,"Elago"
"1174",89117.66819,55,3,3,4,102582.3912,"Belkin"
"1175",142806.1374,60,3,10,8,105109.2318,"Belkin"
"1176",76075.83157,30,1,3,6,232291.0865,"Belkin"
"1177",134219.042,58,4,13,3,215949.1754,"Belkin"
"1178",83243.89779,54,2,7,3,85809.6741,"Belkin"
"1179",85036.59856,30,2,4,7,442368.4427,"Belkin"
"1180",104739.1404,26,4,19,8,376701.1556,"Elago"
"1181",79744.02484,58,3,9,0,192048.7993,"Belkin"
"1182",123637.1873,32,2,19,5,460607.0784,"Elago"
"1183",88336.39321,34,2,3,2,428489.5759,"Belkin"
"1184",46886.80026,56,1,1,4,248856.9534,"Belkin"
"1185",96791.71488,28,2,3,3,128953.5316,"Belkin"
"1186",44329.72567,52,4,14,1,232729.2745,"Elago"
"1187",39704.08679,32,2,17,4,243269.2317,"Elago"
"1188",106058.4994,33,2,2,5,413461.7343,"Elago"
"1189",149345.8809,53,4,2,3,237278.4077,"Elago"
"1190",66148.14019,42,2,6,7,36336.13063,"Elago"
"1191",48517.17389,68,1,3,1,453623.4027,"Belkin"
"1192",140671.1828,80,3,19,0,324738.5456,"Belkin"
"1193",43571.11625,37,2,16,8,9238.756652,"Elago"
"1194",36267.42624,39,2,19,4,295520.0315,"Elago"
"1195",86272.56129,38,4,1,5,311316.1879,"Belkin"
"1196",101583.9704,76,2,9,3,412366.3053,"Belkin"
"1197",29828.07722,22,3,7,8,199019.7842,"Elago"
"1198",92961.21901,63,3,5,2,0,"Belkin"
"1199",145072.0682,62,3,6,0,303484.613,"Belkin"
"1200",22401.03421,60,4,14,6,447376.4306,"Belkin"
"1201",96955.87925,25,4,20,0,155329.8083,"Elago"
"1202",150000,21,3,4,6,269398.4131,"Elago"
"1203",107823.6175,37,3,1,2,388716.5257,"Elago"
"1204",37370.80327,62,1,19,3,350086.9792,"Belkin"
"1205",140353.8237,40,3,5,4,351470.1518,"Elago"
"1206",143882.3046,28,2,5,2,188508.9186,"Elago"
"1207",118219.6701,40,4,19,0,5e+05,"Belkin"
"1208",149015.2233,32,2,1,7,303829.0605,"Elago"
"1209",27168.13292,22,2,5,0,480716.7136,"Elago"
"1210",31216.68566,29,3,9,5,288745.9336,"Elago"
"1211",48284.97779,45,3,12,6,345090.0057,"Elago"
"1212",56131.48581,71,3,19,1,93144.87789,"Belkin"
"1213",58278.90095,67,3,13,4,433607.3516,"Belkin"
"1214",20000,26,3,5,3,292747.7611,"Elago"
"1215",91133.5702,54,3,2,1,395205.7645,"Belkin"
"1216",43357.0654,43,1,10,5,236856.4634,"Elago"
"1217",99250.92269,54,2,13,3,351015.6384,"Belkin"
"1218",20000,23,1,11,3,371673.2419,"Elago"
"1219",105836.6819,42,1,5,5,27872.12932,"Belkin"
"1220",74031.50539,69,1,9,8,323506.5323,"Belkin"
"1221",93055.75918,24,2,16,8,245074.5419,"Belkin"
"1222",113578.8519,60,4,9,1,150967.9417,"Belkin"
"1223",75955.05942,56,4,17,1,482055.9313,"Belkin"
"1224",78493.00093,40,2,12,0,145492.6297,"Belkin"
"1225",41407.72817,80,3,13,0,264951.5249,"Belkin"
"1226",61371.23387,62,1,15,8,21403.3669,"Elago"
"1227",133849.2296,25,1,11,2,492764.4444,"Elago"
"1228",111760.6055,80,3,19,4,123484.1841,"Belkin"
"1229",127241.0101,26,2,20,3,5e+05,"Elago"
"1230",24639.25921,34,4,8,0,401973.7615,"Elago"
"1231",55406.81171,77,2,7,1,435777.3866,"Belkin"
"1232",34397.74051,28,4,9,7,425185.7881,"Elago"
"1233",35715.66387,66,1,3,1,452414.7081,"Belkin"
"1234",81887.8719,71,1,10,4,142854.7322,"Belkin"
"1235",144809.3612,78,2,2,0,0,"Belkin"
"1236",139401.6075,58,2,12,0,200868.2978,"Belkin"
"1237",140011.9386,31,4,8,1,59664.47656,"Elago"
"1238",134544.034,64,2,14,8,323512.4639,"Belkin"
"1239",100868.1997,32,2,11,2,253218.8514,"Belkin"
"1240",90881.82941,46,4,8,7,0,"Belkin"
"1241",150000,40,2,8,0,395472.4266,"Elago"
"1242",138334.9093,62,2,2,7,165488.9531,"Belkin"
"1243",141557.7501,75,4,5,7,388776.7112,"Belkin"
"1244",145286.4726,64,3,16,6,373881.2602,"Belkin"
"1245",22418.92888,56,3,11,5,91584.24011,"Belkin"
"1246",145625.4044,72,4,2,0,37475.16237,"Belkin"
"1247",63287.80793,64,2,3,3,131815.0061,"Belkin"
"1248",87085.678,48,4,12,6,123620.543,"Belkin"
"1249",105806.2988,80,2,6,4,123322.1727,"Belkin"
"1250",97711.32972,39,3,20,1,340117.575,"Belkin"
"1251",108332.0264,68,4,6,2,257415.8235,"Belkin"
"1252",53675.67265,20,1,16,7,78504.4907,"Elago"
"1253",91184.5495,73,4,6,2,220923.5667,"Belkin"
"1254",72336.42077,27,1,10,6,111378.1317,"Elago"
"1255",137051.4573,45,3,17,6,230290.1333,"Elago"
"1256",63069.0047,29,1,10,5,262075.4397,"Elago"
"1257",136511.266,46,4,11,4,115593.9685,"Elago"
"1258",53631.33103,48,3,7,3,397402.0559,"Elago"
"1259",111532.0991,71,1,20,8,394560.5882,"Belkin"
"1260",36121.18171,20,4,16,4,72563.61307,"Elago"
"1261",84962.36308,38,3,15,2,107025.285,"Belkin"
"1262",128864.1234,53,1,1,6,46226.04622,"Elago"
"1263",32444.17813,37,4,19,1,455748.6208,"Elago"
"1264",92927.41518,34,3,9,7,380513.0438,"Belkin"
"1265",141749.3409,36,4,17,4,309709.7607,"Elago"
"1266",108327.2801,80,1,18,0,118155.7609,"Belkin"
"1267",147497.6472,27,3,3,0,354689.4453,"Elago"
"1268",36032.90583,34,3,9,2,86104.97842,"Elago"
"1269",58960.40856,69,1,13,8,12924.33517,"Belkin"
"1270",95479.76617,75,3,16,2,143003.6842,"Belkin"
"1271",24635.88017,52,1,11,7,409696.4739,"Elago"
"1272",148462.9556,48,2,18,5,402577.8507,"Elago"
"1273",38901.63484,66,1,17,1,35015.7985,"Belkin"
"1274",146649.5791,34,2,2,7,127720.2453,"Elago"
"1275",145914.4845,28,1,3,7,425389.1252,"Elago"
"1276",104979.6114,36,4,14,5,55062.64185,"Elago"
"1277",52822.31355,70,2,18,8,259982.0406,"Belkin"
"1278",70268.48517,33,3,17,5,393937.0013,"Belkin"
"1279",22538.61307,44,2,1,7,428158.6097,"Elago"
"1280",86108.41912,52,4,7,7,226719.1032,"Belkin"
"1281",109767.8671,52,2,5,6,108686.5452,"Belkin"
"1282",150000,53,2,13,0,323199.5615,"Elago"
"1283",28459.09027,38,1,8,4,152730.9584,"Elago"
"1284",120451.1727,69,1,19,8,306837.5536,"Belkin"
"1285",122122.6531,31,4,2,8,136018.3188,"Elago"
"1286",33697.34612,62,2,18,7,149254.0735,"Belkin"
"1287",23648.46789,51,1,9,1,407924.174,"Elago"
"1288",91164.65022,47,2,12,0,464435.1477,"Belkin"
"1289",72674.79286,77,2,4,7,128366.6057,"Belkin"
"1290",135748.2846,49,3,18,2,151999.8029,"Elago"
"1291",44086.71997,36,1,13,2,455464.5078,"Elago"
"1292",150000,65,1,15,7,272297.1962,"Belkin"
"1293",48891.89737,64,3,8,1,276984.1357,"Belkin"
"1294",105318.2145,63,4,5,1,52629.61448,"Belkin"
"1295",36708.51006,71,3,13,7,4567.52187,"Belkin"
"1296",33526.54601,52,3,16,8,422176.0491,"Elago"
"1297",109620.5827,55,1,12,6,308102.6805,"Belkin"
"1298",136784.136,27,3,13,0,182271.0362,"Elago"
"1299",67120.94001,56,1,9,0,181051.0012,"Belkin"
"1300",49736.13226,39,1,17,1,79439.13968,"Elago"
"1301",66109.72441,43,1,1,5,156012.6022,"Elago"
"1302",145681.8624,20,1,10,5,459090.905,"Elago"
"1303",47361.67268,80,4,9,6,210048.9246,"Belkin"
"1304",41974.74089,41,2,15,6,101992.7286,"Elago"
"1305",132140.0278,72,3,7,2,489917.9764,"Belkin"
"1306",71120.5701,66,1,20,3,458086.184,"Belkin"
"1307",57799.9237,53,1,7,8,209789.7183,"Elago"
"1308",146675.9135,62,4,1,7,107852.1585,"Belkin"
"1309",50591.20194,72,1,2,6,320465.7608,"Belkin"
"1310",137399.841,51,4,4,8,481400.5649,"Elago"
"1311",86468.96152,58,3,6,7,88787.70739,"Belkin"
"1312",120596.2478,61,3,9,8,90226.85803,"Belkin"
"1313",125221.0807,52,2,16,2,367598.9261,"Belkin"
"1314",41730.17267,69,1,16,7,387515.5009,"Belkin"
"1315",98060.47113,31,1,1,3,181224.2363,"Belkin"
"1316",150000,79,3,7,2,154903.6874,"Belkin"
"1317",99453.92446,56,1,3,7,307624.5654,"Belkin"
"1318",68705.14032,37,4,9,6,138172.4133,"Belkin"
"1319",82692.75707,38,3,14,4,96437.31808,"Belkin"
"1320",86673.96911,47,1,9,0,322651.3474,"Belkin"
"1321",61117.49478,61,2,10,2,56354.40583,"Elago"
"1322",78060.22798,43,1,19,1,475168.0782,"Belkin"
"1323",20000,32,3,17,6,93379.90072,"Elago"
"1324",40029.59288,51,1,12,8,164864.4372,"Elago"
"1325",20000,24,1,7,8,399658.0276,"Elago"
"1326",89463.95111,61,2,12,5,498376.678,"Belkin"
"1327",52230.72455,53,2,5,4,181152.8558,"Elago"
"1328",66933.66849,28,1,11,2,483940.7223,"Belkin"
"1329",49282.55084,54,2,13,4,238571.0827,"Elago"
"1330",149700.3776,28,2,12,5,347974.6338,"Elago"
"1331",138818.2589,68,2,18,8,203972.826,"Belkin"
"1332",97761.67402,62,2,10,2,233658.9836,"Belkin"
"1333",26468.06829,80,4,11,0,439572.484,"Belkin"
"1334",66611.76138,32,2,3,1,23778.53948,"Belkin"
"1335",87869.46538,31,3,14,2,313621.9463,"Belkin"
"1336",132972.9541,56,1,17,4,341547.2208,"Belkin"
"1337",57149.79465,52,4,9,7,478100.4528,"Elago"
"1338",129519.3739,46,4,7,1,67500.16485,"Elago"
"1339",133375.8801,42,4,14,6,378117.5107,"Elago"
"1340",20000,55,4,20,5,14763.3828,"Elago"
"1341",41072.27445,25,2,3,6,282784.2424,"Elago"
"1342",104455.4437,48,3,17,2,331317.572,"Belkin"
"1343",42386.53808,29,2,2,5,443100.4111,"Elago"
"1344",72670.86349,24,3,9,4,5e+05,"Elago"
"1345",94704.59836,67,1,16,1,103231.7316,"Belkin"
"1346",126706.154,26,4,13,0,437967.219,"Elago"
"1347",63715.31304,40,2,4,0,86124.13603,"Elago"
"1348",97410.21944,47,1,16,7,82246.75707,"Belkin"
"1349",42314.49964,35,2,7,8,172461.6491,"Elago"
"1350",40039.65099,27,1,20,0,312747.6947,"Elago"
"1351",41779.87823,77,2,11,0,215210.2512,"Belkin"
"1352",27182.36703,36,3,2,6,417019.2157,"Elago"
"1353",116120.071,27,4,9,4,0,"Elago"
"1354",100639.1183,43,3,6,1,316756.9258,"Belkin"
"1355",79434.92296,62,3,4,4,203451.2477,"Belkin"
"1356",127812.0264,52,1,16,8,480278.9423,"Elago"
"1357",23844.10997,23,3,14,6,280821.9179,"Elago"
"1358",35529.29421,52,2,12,5,433343.2971,"Elago"
"1359",75754.35814,56,2,6,0,5e+05,"Belkin"
"1360",106902.2314,66,4,12,2,219522.9398,"Belkin"
"1361",53379.84323,57,3,11,7,132013.8398,"Belkin"
"1362",96495.63461,24,2,9,7,427491.8489,"Belkin"
"1363",145831.2424,73,1,17,0,26547.40723,"Belkin"
"1364",133229.4462,66,2,19,2,167002.4614,"Belkin"
"1365",86217.63997,26,1,9,7,15.069409,"Elago"
"1366",20000,66,2,20,4,219955.8668,"Belkin"
"1367",92590.09251,31,2,16,3,419789.5448,"Belkin"
"1368",65239.05255,65,4,9,2,313068.7322,"Belkin"
"1369",85423.46938,60,3,8,2,143521.2838,"Belkin"
"1370",89551.38131,72,1,1,6,110942.659,"Belkin"
"1371",65770.55353,68,3,2,7,256229.6144,"Belkin"
"1372",134494.9163,33,2,8,2,484434.7334,"Elago"
"1373",113212.6092,38,1,6,6,152723.999,"Elago"
"1374",150000,26,1,13,3,208628.2188,"Elago"
"1375",65241.64739,69,2,4,6,436815.2943,"Belkin"
"1376",52260.50717,30,1,2,5,167614.1728,"Elago"
"1377",122442.7133,28,1,17,8,357124.2025,"Elago"
"1378",29904.58674,64,4,17,8,448106.9137,"Belkin"
"1379",94758.96428,70,1,20,3,205676.1272,"Belkin"
"1380",129601.5309,58,2,3,5,199052.3872,"Elago"
"1381",85546.19306,51,2,18,6,410639.7668,"Belkin"
"1382",118025.5006,31,2,17,3,270797.0065,"Elago"
"1383",62817.02464,45,2,11,7,398717.7076,"Elago"
"1384",108177.7893,30,3,4,7,347755.7561,"Elago"
"1385",20000,37,2,5,6,77235.85774,"Elago"
"1386",43761.73854,69,4,18,3,179955.7044,"Belkin"
"1387",137892.7601,75,4,1,7,85063.49681,"Belkin"
"1388",51177.01485,28,3,8,0,362274.9264,"Elago"
"1389",92539.27259,34,2,5,4,465168.8652,"Belkin"
"1390",98987.38755,39,1,13,5,365614.409,"Belkin"
"1391",139338.4511,37,3,15,4,5e+05,"Elago"
"1392",107113.9429,20,2,19,0,367987.7902,"Elago"
"1393",31693.21534,46,3,18,3,90758.24923,"Elago"
"1394",109382.145,30,3,13,5,118859.7932,"Elago"
"1395",109323.4616,80,2,7,1,259460.9223,"Belkin"
"1396",120354.3059,53,1,18,2,131241.636,"Belkin"
"1397",33646.32329,40,1,19,0,446143.6253,"Elago"
"1398",111960.8941,57,2,12,5,179699.983,"Belkin"
"1399",54669.04415,60,2,5,1,233110.0593,"Belkin"
"1400",101840.7279,63,1,20,2,416106.7236,"Belkin"
"1401",68703.6422,47,4,12,1,63872.77664,"Elago"
"1402",20000,32,4,12,2,18203.67614,"Elago"
"1403",142720.6628,56,2,3,7,202577.1045,"Belkin"
"1404",67377.70255,29,1,6,4,28750.49605,"Belkin"
"1405",49552.5752,64,2,19,7,464419.3081,"Belkin"
"1406",113936.6135,44,4,13,8,402256.5939,"Belkin"
"1407",77710.46102,41,3,1,5,313742.9024,"Belkin"
"1408",63435.3638,36,4,2,4,105805.2101,"Elago"
"1409",36329.70999,20,3,13,0,256140.3841,"Elago"
"1410",145105.5932,60,4,17,2,287926.4383,"Belkin"
"1411",45812.30001,80,3,1,5,462624.3591,"Belkin"
"1412",81512.31202,24,3,13,3,247920.4056,"Elago"
"1413",111797.3887,38,2,11,6,278253.0392,"Elago"
"1414",113777.9064,42,1,14,0,134212.6636,"Belkin"
"1415",40100.00897,26,1,12,4,92354.90572,"Elago"
"1416",67313.85195,64,2,19,1,125769.8786,"Belkin"
"1417",91939.01162,67,4,19,8,353282.717,"Belkin"
"1418",53291.24768,68,2,14,8,0,"Belkin"
"1419",121640.3291,20,3,8,6,307446.927,"Elago"
"1420",134067.4638,25,3,2,8,280453.9745,"Elago"
"1421",71581.65064,46,2,18,7,129302.1858,"Elago"
"1422",98347.1498,58,1,20,3,99083.06688,"Belkin"
"1423",65856.0318,66,4,13,5,373285.6038,"Belkin"
"1424",79318.7709,44,2,15,2,171109.8659,"Belkin"
"1425",118560.0107,75,4,19,6,263275.7628,"Belkin"
"1426",84822.87008,76,2,19,8,178278.3471,"Belkin"
"1427",21737.90118,78,2,20,3,337176.5812,"Belkin"
"1428",132822.7524,42,4,2,7,40670.03014,"Elago"
"1429",51788.4214,48,3,12,1,481658.3056,"Elago"
"1430",131597.3428,62,4,8,3,305579.9631,"Elago"
"1431",117602.6762,62,4,11,1,311884.948,"Belkin"
"1432",26362.9602,77,1,20,2,278640.7011,"Belkin"
"1433",89697.0344,32,3,11,3,405569.8548,"Belkin"
"1434",52930.53614,63,1,20,3,235232.7598,"Belkin"
"1435",64764.06557,67,2,2,2,143646.1172,"Belkin"
"1436",132734.2174,80,2,3,1,418513.6674,"Belkin"
"1437",23601.89641,47,1,7,6,17044.02518,"Elago"
"1438",30821.17591,45,2,13,1,447544.314,"Elago"
"1439",137708.179,61,1,12,8,330549.9886,"Belkin"
"1440",150000,53,3,12,2,108401.2089,"Elago"
"1441",116877.807,50,3,11,7,294980.828,"Belkin"
"1442",126430.5506,78,1,12,4,343700.1412,"Belkin"
"1443",139732.9882,66,1,6,1,425676.7803,"Belkin"
"1444",91380.77966,56,1,11,5,302434.3917,"Belkin"
"1445",26693.23148,27,3,10,3,348138.7879,"Elago"
"1446",112664.6459,51,2,9,3,474434.7296,"Belkin"
"1447",147888.8843,75,2,19,4,36107.26522,"Belkin"
"1448",111265.5165,41,3,14,1,55051.72921,"Belkin"
"1449",58108.57334,76,2,7,7,279641.4178,"Belkin"
"1450",116639.2946,44,1,2,3,385025.1366,"Belkin"
"1451",93831.65979,42,3,8,6,144206.3488,"Belkin"
"1452",104607.5083,66,1,8,3,121894.4739,"Belkin"
"1453",79761.17257,33,2,10,2,38566.25433,"Belkin"
"1454",138079.0007,63,2,3,6,434829.3768,"Belkin"
"1455",40820.75224,54,1,14,2,5e+05,"Elago"
"1456",64544.47643,78,4,17,7,437461.7477,"Belkin"
"1457",131124.8917,23,1,19,7,192661.0231,"Elago"
"1458",82991.99589,78,3,19,5,96785.45409,"Belkin"
"1459",23273.30841,34,3,6,3,254587.4325,"Elago"
"1460",106029.0159,20,2,6,0,479454.7582,"Elago"
"1461",53140.89511,57,3,1,1,302195.902,"Belkin"
"1462",25490.70701,24,4,9,3,107084.9625,"Elago"
"1463",91953.47343,52,1,11,0,287956.9099,"Belkin"
"1464",41662.86461,79,3,10,8,435034.8248,"Belkin"
"1465",77344.60805,79,4,20,7,316665.4589,"Belkin"
"1466",116504.3192,66,3,6,0,285584.1192,"Belkin"
"1467",44118.39109,23,4,4,6,377683.3129,"Elago"
"1468",123738.3907,21,1,18,1,451674.7616,"Elago"
"1469",22076.71829,71,2,14,5,280637.3456,"Belkin"
"1470",94444.30162,64,4,9,6,126461.9475,"Belkin"
"1471",122490.8939,79,1,18,8,66047.73752,"Belkin"
"1472",92479.04456,61,2,8,4,350633.6193,"Belkin"
"1473",136730.4684,79,3,11,2,292663.3654,"Belkin"
"1474",137066.6634,72,4,12,8,286972.0223,"Belkin"
"1475",118921.1565,26,3,1,0,338598.3933,"Elago"
"1476",131995.8069,20,1,1,1,27770.19283,"Elago"
"1477",51010.51316,50,1,7,0,480181.3275,"Elago"
"1478",148200.7311,44,2,19,3,74999.38491,"Elago"
"1479",132246.6453,79,3,14,1,467861.5037,"Belkin"
"1480",109130.2447,41,1,9,5,102491.1276,"Belkin"
"1481",30910.8848,71,4,14,8,289296.8822,"Belkin"
"1482",40580.19309,65,4,12,8,38957.62472,"Belkin"
"1483",123332.9122,80,2,8,3,119575.0908,"Belkin"
"1484",50457.77686,21,1,19,7,489563.216,"Elago"
"1485",47542.40726,64,1,13,4,453236.2656,"Belkin"
"1486",150000,76,2,10,1,389959.7558,"Belkin"
"1487",70190.08447,20,4,3,0,368400.3953,"Elago"
"1488",140411.4464,20,4,14,3,337372.4148,"Elago"
"1489",90349.05013,71,4,17,1,83758.82641,"Belkin"
"1490",49781.06201,28,2,8,4,136060.6104,"Elago"
"1491",101404.342,39,3,18,7,99002.67092,"Belkin"
"1492",83874.95308,62,2,1,6,87097.66188,"Belkin"
"1493",114136.8173,50,1,10,3,63965.70366,"Belkin"
"1494",142135.923,63,1,5,3,64179.57075,"Belkin"
"1495",112337.8763,64,3,11,8,74728.1743,"Belkin"
"1496",113274.5842,31,3,16,4,200447.5129,"Elago"
"1497",75955.76218,63,1,1,1,69788.2347,"Belkin"
"1498",53916.19066,24,2,7,6,423909.4298,"Elago"
"1499",125396.0458,50,2,12,6,497719.186,"Belkin"
